"scientificName","Family","nativeStatus","plantOrigin"
"Selaginella cordifolia","Selaginellaceae","PR(N)",NA
"Selaginella deflexa","Selaginellaceae","HI(N)",NA
"Selaginella densa","Selaginellaceae","L48(N)AK(N)CAN(N)","native"
"Selaginella densa var. densa","Selaginellaceae","L48(N)CAN(N)","native"
"Selaginella densa var. scopulorum","Selaginellaceae","L48(N)CAN(N)","native"
"Selaginella densa var. standleyi","Selaginellaceae","L48(N)AK(N)CAN(N)","native"
"Selaginella dorsicola","Selaginellaceae","L48(N)","native"
"Selaginella douglasii","Selaginellaceae","L48(N)","native"
"Selaginella eatonii","Selaginellaceae","L48(N)","native"
"Selaginella eclipes","Selaginellaceae","L48(N)CAN(N)","native"
"Selaginella eremophila","Selaginellaceae","L48(N)","native"
"Selaginella flabellata","Selaginellaceae",NA,NA
"Selaginella hansenii","Selaginellaceae","L48(N)","native"
"Selaginella involvens","Selaginellaceae","L48(I)","alien"
"Selaginella kraussiana","Selaginellaceae","L48(I)HI(I)","alien"
"Selaginella krugii","Selaginellaceae","PR(N)",NA
"Selaginella laxifolia","Selaginellaceae","PR(N)",NA
"Selaginella lepidophylla","Selaginellaceae","L48(N)","native"
"Selaginella leucobryoides","Selaginellaceae","L48(N)","native"
"Selaginella ludoviciana","Selaginellaceae","L48(N)","native"
"Selaginella menziesii","Selaginellaceae","HI(N)",NA
"Selaginella mutica","Selaginellaceae","L48(N)","native"
"Selaginella mutica var. limitanea","Selaginellaceae","L48(N)","native"
"Selaginella mutica var. mutica","Selaginellaceae","L48(N)","native"
"Selaginella oregana","Selaginellaceae","L48(N)CAN(N)","native"
"Selaginella ovifolia","Selaginellaceae","PR(N)",NA
"Selaginella palauensis","Selaginellaceae","L48(N)","native"
"Selaginella peruviana","Selaginellaceae","L48(N)","native"
"Selaginella pilifera","Selaginellaceae","L48(N)","native"
"Selaginella plana","Selaginellaceae","PR(I)",NA
"Selaginella plumosa","Selaginellaceae","PR(N)VI(N)",NA
"Selaginella pseudovolkensii","Selaginellaceae","L48(N)","native"
"Selaginella rupestris","Selaginellaceae","L48(N)CAN(N)GL(N)","native"
"Selaginella rupincola","Selaginellaceae","L48(N)","native"
"Selaginella sandvicensis","Selaginellaceae","HI(N)",NA
"Selaginella selaginoides","Selaginellaceae","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Selaginella sibirica","Selaginellaceae","AK(N)CAN(N)NA(N)","native"
"Selaginella stellata","Selaginellaceae","HI(I)",NA
"Selaginella stipitata","Selaginellaceae",NA,NA
"Selaginella subcaulescens","Selaginellaceae","PR(N)",NA
"Selaginella substipitata","Selaginellaceae","PR(N)",NA
"Selaginella tenella","Selaginellaceae","PR(N)",NA
"Selaginella tortipila","Selaginellaceae","L48(N)","native"
"Selaginella umbrosa","Selaginellaceae","HI(I)",NA
"Selaginella uncinata","Selaginellaceae","L48(I)","alien"
"Selaginella underwoodii","Selaginellaceae","L48(N)","native"
"Selaginella utahensis","Selaginellaceae","L48(N)","native"
"Selaginella viridissima","Selaginellaceae","L48(N)","native"
"Selaginella wallacei","Selaginellaceae","L48(N)CAN(N)","native"
"Selaginella watsonii","Selaginellaceae","L48(N)","native"
"Selaginella weatherbiana","Selaginellaceae","L48(N)","native"
"Selaginella willdenowii","Selaginellaceae","L48(I)PR(I)","alien"
"Selaginella wrightii","Selaginellaceae","L48(N)","native"
"Selenia","Brassicaceae","L48(N)","native"
"Selenia aurea","Brassicaceae","L48(N)","native"
"Selenia dissecta","Brassicaceae","L48(N)","native"
"Selenia grandis","Brassicaceae","L48(N)","native"
"Selenia jonesii","Brassicaceae","L48(N)","native"
"Selenia jonesii var. jonesii","Brassicaceae","L48(N)","native"
"Selenia jonesii var. obovata","Brassicaceae","L48(N)","native"
"Selenicereus","Cactaceae","L48(I,N)","native"
"Selenicereus coniflorus","Cactaceae","L48(N)","native"
"Selenicereus grandiflorus","Cactaceae","HI(I)PR(I)VI(I)",NA
"Selenicereus innesii","Cactaceae",NA,NA
"Selenicereus pteranthus","Cactaceae","L48(I)VI(I)","alien"
"Selenicereus spinulosus","Cactaceae","L48(N)","native"
"Seligeria","Seligeriaceae","NA(N)","native"
"Seligeria acutifolia","Seligeriaceae","NA(N)","native"
"Seligeria brevifolia","Seligeriaceae","NA(N)","native"
"Seligeria calcarea","Seligeriaceae","NA(N)","native"
"Seligeria campylopoda","Seligeriaceae","NA(N)","native"
"Seligeria careyana","Seligeriaceae","NA(N)","native"
"Seligeria diversifolia","Seligeriaceae","NA(N)","native"
"Seligeria donniana","Seligeriaceae","NA(N)","native"
"Seligeria oelandica","Seligeriaceae","NA(N)","native"
"Seligeria polaris","Seligeriaceae","NA(N)","native"
"Seligeria pusilla","Seligeriaceae","NA(N)","native"
"Seligeria recurvata","Seligeriaceae","NA(N)","native"
"Seligeria subimmersa","Seligeriaceae","NA(N)","native"
"Seligeria tristichoides","Seligeriaceae","NA(N)","native"
"Selinocarpus","Nyctaginaceae","L48(N)","native"
"Selinocarpus angustifolius","Nyctaginaceae","L48(N)","native"
"Selinocarpus diffusus","Nyctaginaceae","L48(N)","native"
"Selinocarpus lanceolatus","Nyctaginaceae","L48(N)","native"
"Selinocarpus maloneanus","Nyctaginaceae","L48(N)","native"
"Selinocarpus nevadensis","Nyctaginaceae","L48(N)","native"
"Selinocarpus parvifolius","Nyctaginaceae","L48(N)","native"
"Selinum","Apiaceae","L48(I)","alien"
"Selinum carvifolia","Apiaceae","L48(I)","alien"
"Sematophyllum","Sematophyllaceae","NA(N)","native"
"Sematophyllum adnatum","Sematophyllaceae","NA(N)","native"
"Sematophyllum demissum","Sematophyllaceae","NA(N)","native"
"Sematophyllum marylandicum","Sematophyllaceae","NA(N)","native"
"Sematophyllum subpinnatum","Sematophyllaceae","NA(N)","native"
"Semecarpus","Anacardiaceae",NA,NA
"Semecarpus anacardium","Anacardiaceae",NA,NA
"Semecarpus cassuvium","Anacardiaceae",NA,NA
"Semecarpus venenosus","Anacardiaceae","L48(N)","native"
"Semiarundinaria","Poaceae",NA,NA
"Semiarundinaria fastuosa","Poaceae",NA,NA
"Sempervivum","Crassulaceae","L48(I)CAN(I)","alien"
"Sempervivum tectorum","Crassulaceae","L48(I)CAN(I)","alien"
"Senecio","Asteraceae","L48(I,N)CAN(I,N)GL(I)SPM(I,N)","native"
"Senecio actinella","Asteraceae","L48(N)","native"
"Senecio amplectens","Asteraceae","L48(N)","native"
"Senecio amplectens var. amplectens","Asteraceae","L48(N)","native"
"Senecio amplectens var. holmii","Asteraceae","L48(N)","native"
"Senecio ampullaceus","Asteraceae","L48(N)","native"
"Senecio aphanactis","Asteraceae","L48(N)","native"
"Senecio aquaticus","Asteraceae","L48(I)","alien"
"Senecio aquaticus ssp. barbareifolius","Asteraceae","L48(I)","alien"
"Senecio arizonicus","Asteraceae","L48(N)","native"
"Senecio aronicoides","Asteraceae","L48(N)","native"
"Senecio astephanus","Asteraceae","L48(N)","native"
"Senecio atratus","Asteraceae","L48(N)","native"
"Senecio bigelovii","Asteraceae","L48(N)","native"
"Senecio bigelovii var. bigelovii","Asteraceae","L48(N)","native"
"Senecio bigelovii var. hallii","Asteraceae","L48(N)","native"
"Senecio blochmaniae","Asteraceae","L48(N)","native"
"Senecio californicus","Asteraceae","L48(N)","native"
"Senecio cannabifolius","Asteraceae","AK(N)",NA
"Senecio cannabinifolius","Asteraceae","L48(I)","alien"
"Senecio cineraria","Asteraceae","L48(I)","alien"
"Senecio clarkianus","Asteraceae","L48(N)","native"
"Senecio congestus","Asteraceae","L48(N)AK(N)CAN(N)","native"
"Senecio crassulus","Asteraceae","L48(N)","native"
"Senecio elegans","Asteraceae","L48(I)","alien"
"Senecio elmeri","Asteraceae","L48(N)CAN(N)","native"
"Senecio eremophilus","Asteraceae","L48(N)AK(I)CAN(N)","native"
"Senecio eremophilus var. eremophilus","Asteraceae","L48(N)AK(I)CAN(N)","native"
"Senecio eremophilus var. kingii","Asteraceae","L48(N)","native"
"Senecio eremophilus var. macdougalii","Asteraceae","L48(N)","native"
"Senecio ertterae","Asteraceae","L48(N)","native"
"Senecio erucifolius","Asteraceae","L48(I)","alien"
"Senecio flaccidus","Asteraceae","L48(N)","native"
"Senecio flaccidus var. douglasii","Asteraceae","L48(N)","native"
"Senecio flaccidus var. flaccidus","Asteraceae","L48(N)","native"
"Senecio flaccidus var. monoensis","Asteraceae","L48(N)","native"
"Senecio fremontii","Asteraceae","L48(N)CAN(N)","native"
"Senecio fremontii var. blitoides","Asteraceae","L48(N)","native"
"Senecio fremontii var. fremontii","Asteraceae","L48(N)CAN(N)","native"
"Senecio fremontii var. inexpectatus","Asteraceae","L48(N)","native"
"Senecio fremontii var. occidentalis","Asteraceae","L48(N)","native"
"Senecio grandifolius","Asteraceae",NA,NA
"Senecio hydrophiloides","Asteraceae","L48(N)CAN(N)","native"
"Senecio hydrophilus","Asteraceae","L48(N)HI(I?)CAN(N)","native"
"Senecio inaequidens","Asteraceae",NA,NA
"Senecio integerrimus","Asteraceae","L48(N)CAN(N)","native"
"Senecio integerrimus var. exaltatus","Asteraceae","L48(N)CAN(N)","native"
"Senecio integerrimus var. integerrimus","Asteraceae","L48(N)CAN(N)","native"
"Senecio integerrimus var. major","Asteraceae","L48(N)","native"
"Senecio integerrimus var. ochroleucus","Asteraceae","L48(N)CAN(N)","native"
"Senecio integerrimus var. scribneri","Asteraceae","L48(N)CAN(N)","native"
"Senecio integrifolius","Asteraceae",NA,NA
"Senecio jacobaea","Asteraceae","L48(I)CAN(I)SPM(I)","alien"
"Senecio lemmonii","Asteraceae","L48(N)","native"
"Senecio linearifolius","Asteraceae","L48(I)","alien"
"Senecio linearifolius var. linearifolius","Asteraceae","L48(I)","alien"
"Senecio lugens","Asteraceae","L48(N)AK(N)CAN(N)","native"
"Senecio lyonii","Asteraceae","L48(N)","native"
"Senecio madagascariensis","Asteraceae","HI(I)",NA
"Senecio magnificus","Asteraceae",NA,NA
"Senecio mandraliscae","Asteraceae",NA,NA
"Senecio megacephalus","Asteraceae","L48(N)CAN(N)","native"
"Senecio mohavensis","Asteraceae","L48(N)","native"
"Senecio multidentatus","Asteraceae","L48(N)","native"
"Senecio multidentatus var. huachucanus","Asteraceae","L48(N)","native"
"Senecio murrayi","Asteraceae",NA,NA
"Senecio musiniensis","Asteraceae","L48(N)","native"
"Senecio neowebsteri","Asteraceae","L48(N)","native"
"Senecio palmensis","Asteraceae",NA,NA
"Senecio parryi","Asteraceae","L48(N)","native"
"Senecio pattersonensis","Asteraceae","L48(N)","native"
"Senecio pseudoarnica","Asteraceae","L48(N)AK(N)CAN(N)SPM(N)","native"
"Senecio pudicus","Asteraceae","L48(N)","native"
"Senecio quaylei","Asteraceae","L48(N)","native"
"Senecio rapifolius","Asteraceae","L48(N)","native"
"Senecio riddellii","Asteraceae","L48(N)","native"
"Senecio rupestris","Asteraceae","L48(I)","alien"
"Senecio sacramentanus","Asteraceae","L48(N)","native"
"Senecio scorzonella","Asteraceae","L48(N)","native"
"Senecio serra","Asteraceae","L48(N)","native"
"Senecio serra var. admirabilis","Asteraceae","L48(N)","native"
"Senecio serra var. serra","Asteraceae","L48(N)","native"
"Senecio sheldonensis","Asteraceae","CAN(N)NA(N)","native"
"Senecio soldanella","Asteraceae","L48(N)","native"
"Senecio spartioides","Asteraceae","L48(N)","native"
"Senecio spartioides var. multicapitatus","Asteraceae","L48(N)","native"
"Senecio spartioides var. spartioides","Asteraceae","L48(N)","native"
"Senecio sphaerocephalus","Asteraceae","L48(N)","native"
"Senecio squalidus","Asteraceae","L48(I)CAN(N)","alien"
"Senecio sylvaticus","Asteraceae","L48(I)HI(I)CAN(I)","alien"
"Senecio taraxacoides","Asteraceae","L48(N)","native"
"Senecio triangularis","Asteraceae","L48(N)AK(N)CAN(N)","native"
"Senecio viscosus","Asteraceae","L48(I)AK(I)CAN(I)SPM(I)","alien"
"Senecio vulgaris","Asteraceae","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)","alien"
"Senecio warnockii","Asteraceae","L48(N)","native"
"Senecio webbii","Asteraceae",NA,NA
"Senecio wootonii","Asteraceae","L48(N)","native"
"Senegalia","Fabaceae","L48(N)","native"
"Senegalia X emoryana berlandieri X greggii","Fabaceae","L48(N)","native"
"Senegalia berlandieri","Fabaceae","L48(N)","native"
"Senegalia berlandieri X wrightii","Fabaceae","L48(N)","native"
"Senegalia catechu","Fabaceae",NA,NA
"Senegalia erubescens","Fabaceae",NA,NA
"Senegalia galpinii","Fabaceae",NA,NA
"Senegalia goetzei","Fabaceae",NA,NA
"Senegalia greggii","Fabaceae","L48(N)","native"
"Senegalia mellifera","Fabaceae",NA,NA
"Senegalia muricata","Fabaceae","PR(N)VI(N)",NA
"Senegalia nigrescens","Fabaceae",NA,NA
"Senegalia pennata","Fabaceae",NA,NA
"Senegalia polyacantha","Fabaceae","PR(I)VI(I)",NA
"Senegalia polyacantha ssp. campylacantha","Fabaceae",NA,NA
"Senegalia roemeriana","Fabaceae","L48(N)","native"
"Senegalia schweinfurthii","Fabaceae",NA,NA
"Senegalia senegal","Fabaceae",NA,NA
"Senegalia senegal var. rostrata","Fabaceae",NA,NA
"Senegalia skleroxyla","Fabaceae",NA,NA
"Senegalia visco","Fabaceae",NA,NA
"Senegalia vogeliana","Fabaceae","PR(N)VI(N)",NA
"Senegalia westiana","Fabaceae","PR(N)VI(N)",NA
"Senegalia wrightii","Fabaceae","L48(N)","native"
"Senna","Fabaceae","L48(I,N)CAN(N)","native"
"Senna X floribunda","Fabaceae","PR(I)",NA
"Senna aciphylla","Fabaceae",NA,NA
"Senna alata","Fabaceae","L48(I)HI(I)PR(I)VI(I)","alien"
"Senna alexandrina","Fabaceae","VI(I)",NA
"Senna angulata","Fabaceae",NA,NA
"Senna armata","Fabaceae","L48(N)","native"
"Senna artemisioides","Fabaceae","L48(I)","alien"
"Senna artemisioides ssp. X coriacea","Fabaceae","L48(I)","alien"
"Senna artemisioides ssp. X sturtii","Fabaceae",NA,NA
"Senna artemisioides ssp. circinnata","Fabaceae",NA,NA
"Senna artemisioides ssp. helmsii","Fabaceae",NA,NA
"Senna artemisioides ssp. petiolaris","Fabaceae",NA,NA
"Senna artemisioides ssp. zygophylla","Fabaceae",NA,NA
"Senna atomaria","Fabaceae","L48(I)PR(I)","alien"
"Senna bacillaris","Fabaceae","PR(N)VI(N)",NA
"Senna bauhinioides","Fabaceae","L48(N)","native"
"Senna bicapsularis","Fabaceae","PR(N)VI(I)",NA
"Senna candolleana","Fabaceae",NA,NA
"Senna coronilloides","Fabaceae",NA,NA
"Senna corymbosa","Fabaceae","L48(I)","alien"
"Senna covesii","Fabaceae","L48(N)","native"
"Senna didymobotrya","Fabaceae","L48(I)HI(I)","alien"
"Senna durangensis","Fabaceae","L48(N)","native"
"Senna durangensis var. durangensis","Fabaceae","L48(N)","native"
"Senna durangensis var. iselyi","Fabaceae","L48(N)","native"
"Senna fructicosa","Fabaceae",NA,NA
"Senna gaudichaudii","Fabaceae","HI(N)",NA
"Senna glutinosa","Fabaceae",NA,NA
"Senna glutinosa ssp. chatelainiana","Fabaceae",NA,NA
"Senna hebecarpa","Fabaceae","L48(N)CAN(N)","native"
"Senna hirsuta","Fabaceae","L48(N)PR(N)VI(N)","native"
"Senna hirsuta var. glaberrima","Fabaceae","L48(N)","native"
"Senna hirsuta var. hirsuta","Fabaceae","PR(N)VI(N)",NA
"Senna hirsuta var. leptocarpa","Fabaceae",NA,NA
"Senna italica","Fabaceae","L48(I)VI(I)","alien"
"Senna ligustrina","Fabaceae","L48(N)PR(I)","native"
"Senna lindheimeriana","Fabaceae","L48(N)","native"
"Senna macranthera","Fabaceae",NA,NA
"Senna macranthera var. micans","Fabaceae",NA,NA
"Senna marilandica","Fabaceae","L48(N)","native"
"Senna mexicana","Fabaceae","L48(N)","native"
"Senna mexicana var. chapmanii","Fabaceae","L48(N)","native"
"Senna monozyx","Fabaceae","L48(N)","native"
"Senna multiglandulosa","Fabaceae","L48(I)","alien"
"Senna multijuga","Fabaceae","HI(I)PR(I)",NA
"Senna nitida","Fabaceae","PR(N)VI(N)",NA
"Senna notabilis","Fabaceae",NA,NA
"Senna obtusifolia","Fabaceae","L48(N)HI(I)PR(N)VI(N)","native"
"Senna occidentalis","Fabaceae","L48(I)HI(I)PR(I)VI(I)","alien"
"Senna odorata","Fabaceae",NA,NA
"Senna orcuttii","Fabaceae","L48(N)","native"
"Senna pendula","Fabaceae","L48(I,N)HI(I)PR(N)","native"
"Senna pendula var. advena","Fabaceae","HI(I)",NA
"Senna pendula var. glabrata","Fabaceae","L48(N)","native"
"Senna pendula var. pendula","Fabaceae",NA,NA
"Senna pendula var. stahlii","Fabaceae","PR(N)",NA
"Senna petersiana","Fabaceae",NA,NA
"Senna pilosior","Fabaceae","L48(N)","native"
"Senna pleurocarpa","Fabaceae",NA,NA
"Senna pleurocarpa var. pleurocarpa","Fabaceae",NA,NA
"Senna polyphylla","Fabaceae","PR(N)VI(N)",NA
"Senna pumilio","Fabaceae","L48(N)","native"
"Senna racemosa","Fabaceae",NA,NA
"Senna ripleyana","Fabaceae","L48(N)","native"
"Senna roemeriana","Fabaceae","L48(N)","native"
"Senna rostrata","Fabaceae",NA,NA
"Senna septemtrionalis","Fabaceae","HI(I)PR(I)",NA
"Senna siamea","Fabaceae","L48(I)PR(I)VI(I)","alien"
"Senna singueana","Fabaceae",NA,NA
"Senna sophera","Fabaceae","PR(N)VI(N)",NA
"Senna spectabilis","Fabaceae","L48(I)PR(I)","alien"
"Senna spectabilis var. excelsa","Fabaceae",NA,NA
"Senna spectabilis var. spectabilis","Fabaceae",NA,NA
"Senna splendida","Fabaceae",NA,NA
"Senna stipulacea","Fabaceae",NA,NA
"Senna sulfurea","Fabaceae","HI(I)",NA
"Senna surattensis","Fabaceae","L48(I)HI(I)PR(I)","alien"
"Senna tora","Fabaceae","L48(I)","alien"
"Senna uniflora","Fabaceae","PR(N)",NA
"Senna wislizeni","Fabaceae","L48(N)","native"
"Sequoia","Cupressaceae","L48(N)","native"
"Sequoia sempervirens","Cupressaceae","L48(N)","native"
"Sequoiadendron","Cupressaceae","L48(N)","native"
"Sequoiadendron giganteum","Cupressaceae","L48(N)","native"
"Serenoa","Arecaceae","L48(N)","native"
"Serenoa repens","Arecaceae","L48(N)","native"
"Serianthes","Fabaceae",NA,NA
"Serianthes kanehirae","Fabaceae","L48(N)","native"
"Serianthes kanehirae var. kanehirae","Fabaceae","L48(N)","native"
"Serianthes nelsonii","Fabaceae","L48(N)","native"
"Sericocarpus","Asteraceae","L48(N)CAN(N)","native"
"Sericocarpus asteroides","Asteraceae","L48(N)","native"
"Sericocarpus linifolius","Asteraceae","L48(N)","native"
"Sericocarpus oregonensis","Asteraceae","L48(N)","native"
"Sericocarpus oregonensis var. californicus","Asteraceae","L48(N)","native"
"Sericocarpus oregonensis var. oregonensis","Asteraceae","L48(N)","native"
"Sericocarpus rigidus","Asteraceae","L48(N)CAN(N)","native"
"Sericocarpus tortifolius","Asteraceae","L48(N)","native"
"Serissa","Rubiaceae",NA,NA
"Serissa foetida","Rubiaceae","HI(I)",NA
"Serjania","Sapindaceae","L48(N)","native"
"Serjania brachycarpa","Sapindaceae","L48(N)","native"
"Serjania diversifolia","Sapindaceae","PR(N)VI(N)",NA
"Serjania incisa","Sapindaceae","L48(N)","native"
"Serjania polyphylla","Sapindaceae","PR(N)VI(N)",NA
"Serratula","Asteraceae","L48(I)","alien"
"Serratula tinctoria","Asteraceae","L48(I)","alien"
"Sesamum","Pedaliaceae","L48(I)","alien"
"Sesamum alatum","Pedaliaceae",NA,NA
"Sesamum orientale","Pedaliaceae","L48(I)PR(I)VI(I)","alien"
"Sesamum radiatum","Pedaliaceae",NA,NA
"Sesbania","Fabaceae","L48(I,N)CAN(W)","native"
"Sesbania bispinosa","Fabaceae","PR(I)",NA
"Sesbania cannabina","Fabaceae","L48(I)","alien"
"Sesbania drummondii","Fabaceae","L48(N)","native"
"Sesbania exasperata","Fabaceae",NA,NA
"Sesbania grandiflora","Fabaceae","L48(I)PR(I)VI(I)","alien"
"Sesbania herbacea","Fabaceae","L48(N)PR(N)CAN(W)","native"
"Sesbania javanica","Fabaceae",NA,NA
"Sesbania paulensis","Fabaceae",NA,NA
"Sesbania punicea","Fabaceae","L48(I)","alien"
"Sesbania sericea","Fabaceae","L48(I)PR(I)VI(I)","alien"
"Sesbania sesban","Fabaceae","HI(I)PR(I)VI(I)",NA
"Sesbania sesban var. sesban","Fabaceae",NA,NA
"Sesbania speciosa","Fabaceae",NA,NA
"Sesbania tetraptera","Fabaceae",NA,NA
"Sesbania tomentosa","Fabaceae","HI(N)PR(I)",NA
"Sesbania vesicaria","Fabaceae","L48(N)","native"
"Sesbania virgata","Fabaceae","L48(I)","alien"
"Seseli","Apiaceae","L48(I)","alien"
"Seseli libanotis","Apiaceae","L48(I)","alien"
"Sesleria","Poaceae",NA,NA
"Sesleria autumnalis","Poaceae",NA,NA
"Sesleria caerulea","Poaceae",NA,NA
"Sesleria cylindrica","Poaceae",NA,NA
"Sesleria heufleriana","Poaceae",NA,NA
"Sesuvium","Aizoaceae","L48(I,N)","native"
"Sesuvium crithmoides","Aizoaceae","L48(I)","alien"
"Sesuvium maritimum","Aizoaceae","L48(N)PR(N)","native"
"Sesuvium microphyllum","Aizoaceae","PR(N)",NA
"Sesuvium portulacastrum","Aizoaceae","L48(N)HI(N)PR(N)VI(N)","native"
"Sesuvium portulacastrum var. griseum","Aizoaceae","L48(N)","native"
"Sesuvium portulacastrum var. portulacastrum","Aizoaceae","L48(N)HI(N)PR(N)VI(N)","native"
"Sesuvium sessile","Aizoaceae","L48(N)","native"
"Sesuvium trianthemoides","Aizoaceae","L48(N)","native"
"Sesuvium verrucosum","Aizoaceae","L48(N)","native"
"Setaria","Poaceae","L48(I,N)CAN(I,W)SPM(W)","native"
"Setaria adhaerens","Poaceae","L48(I)","alien"
"Setaria arizonica","Poaceae","L48(N)","native"
"Setaria barbata","Poaceae","L48(I)PR(I)","alien"
"Setaria brigalow","Poaceae",NA,NA
"Setaria corrugata","Poaceae","L48(N)","native"
"Setaria faberi","Poaceae","L48(I)CAN(I)","alien"
"Setaria grisebachii","Poaceae","L48(N)","native"
"Setaria incrassata","Poaceae",NA,NA
"Setaria italica","Poaceae","L48(I)VI(I)CAN(W)","alien"
"Setaria lachnea","Poaceae",NA,NA
"Setaria leucopila","Poaceae","L48(N)","native"
"Setaria liebmannii","Poaceae","L48(N)","native"
"Setaria longiseta","Poaceae",NA,NA
"Setaria macrosperma","Poaceae","L48(N)","native"
"Setaria macrostachya","Poaceae","L48(N)","native"
"Setaria magna","Poaceae","L48(N)PR(N)","native"
"Setaria megaphylla","Poaceae","L48(I)HI(I)","alien"
"Setaria nigrirostris","Poaceae","L48(I)","alien"
"Setaria palmifolia","Poaceae","HI(I)",NA
"Setaria paniculifera","Poaceae",NA,NA
"Setaria parviflora","Poaceae","L48(N)HI(I)PR(N)VI(N)","native"
"Setaria plicata","Poaceae",NA,NA
"Setaria poiretiana","Poaceae",NA,NA
"Setaria pradana","Poaceae","PR(N)VI(N)",NA
"Setaria pumila","Poaceae","L48(I)HI(I)CAN(I)SPM(W)","alien"
"Setaria pumila ssp. pallidefusca","Poaceae","L48(I)","alien"
"Setaria pumila ssp. pumila","Poaceae","L48(I)HI(I)CAN(I)SPM(W)","alien"
"Setaria rariflora","Poaceae","L48(I)PR(N)VI(N)","alien"
"Setaria reverchonii","Poaceae","L48(N)","native"
"Setaria reverchonii ssp. firmula","Poaceae","L48(N)","native"
"Setaria reverchonii ssp. ramiseta","Poaceae","L48(N)","native"
"Setaria reverchonii ssp. reverchonii","Poaceae","L48(N)","native"
"Setaria sagittifolia","Poaceae",NA,NA
"Setaria scheelei","Poaceae","L48(N)","native"
"Setaria setosa","Poaceae","L48(I)PR(N)VI(N)","alien"
"Setaria setosa var. leiophylla","Poaceae","PR(N)VI(N)",NA
"Setaria setosa var. setosa","Poaceae","L48(I)PR(N)VI(N)","alien"
"Setaria sphacelata","Poaceae","L48(I)","alien"
"Setaria sphacelata var. anceps","Poaceae",NA,NA
"Setaria sphacelata var. aurea","Poaceae",NA,NA
"Setaria sphacelata var. sphacelata","Poaceae",NA,NA
"Setaria sphacelata var. splendida","Poaceae",NA,NA
"Setaria tenacissima","Poaceae","PR(N)",NA
"Setaria tenax","Poaceae",NA,NA
"Setaria texana","Poaceae","L48(N)","native"
"Setaria utowanaea","Poaceae","PR(N)VI(N)",NA
"Setaria verticillata","Poaceae","L48(I)HI(I)CAN(I)","alien"
"Setaria verticilliformis","Poaceae","L48(I)","alien"
"Setaria villosissima","Poaceae","L48(N)","native"
"Setaria viridis","Poaceae","L48(I)AK(I)CAN(I)","alien"
"Setaria viridis var. major","Poaceae","L48(I)","alien"
"Setaria viridis var. viridis","Poaceae","L48(I)CAN(I)","alien"
"Setaria vulpiseta","Poaceae","L48(N)PR(I)","native"
"Setariopsis","Poaceae","L48(N)","native"
"Setariopsis auriculata","Poaceae","L48(N)","native"
"Severinia","Rutaceae","L48(I)","alien"
"Severinia buxifolia","Rutaceae","L48(I)","alien"
"Severinia monophylla","Rutaceae",NA,NA
"Seymeria","Scrophulariaceae","L48(N)","native"
"Seymeria bipinnatisecta","Scrophulariaceae","L48(N)","native"
"Seymeria cassioides","Scrophulariaceae","L48(N)","native"
"Seymeria falcata","Scrophulariaceae","L48(N)","native"
"Seymeria pectinata","Scrophulariaceae","L48(N)","native"
"Seymeria pectinata ssp. pectinata","Scrophulariaceae","L48(N)","native"
"Seymeria pectinata ssp. peninsularis","Scrophulariaceae","L48(N)","native"
"Seymeria scabra","Scrophulariaceae","L48(N)","native"
"Seymeria texana","Scrophulariaceae","L48(N)","native"
"Shepherdia","Elaeagnaceae","L48(N)CAN(N)","native"
"Shepherdia argentea","Elaeagnaceae","L48(N)CAN(N)","native"
"Shepherdia canadensis","Elaeagnaceae","L48(N)AK(N)CAN(N)","native"
"Shepherdia rotundifolia","Elaeagnaceae","L48(N)","native"
"Sherardia","Rubiaceae","L48(I)CAN(I)","alien"
"Sherardia arvensis","Rubiaceae","L48(I)HI(I)CAN(I)","alien"
"Shibataea","Poaceae",NA,NA
"Shibataea kumasaca","Poaceae",NA,NA
"Shinnersoseris","Asteraceae","L48(N)CAN(N)","native"
"Shinnersoseris rostrata","Asteraceae","L48(N)CAN(N)","native"
"Shirakiopsis","Euphorbiaceae",NA,NA
"Shirakiopsis indica","Euphorbiaceae","L48(N)","native"
"Shorea","Dipterocarpaceae",NA,NA
"Shorea robusta","Dipterocarpaceae",NA,NA
"Shortia","Diapensiaceae","L48(N)","native"
"Shortia galacifolia","Diapensiaceae","L48(N)","native"
"Shortia galacifolia var. brevistyla","Diapensiaceae","L48(N)","native"
"Shortia galacifolia var. galacifolia","Diapensiaceae","L48(N)","native"
"Shortia uniflora","Diapensiaceae",NA,NA
"Shoshonea","Apiaceae","L48(N)","native"
"Shoshonea pulvinata","Apiaceae","L48(N)","native"
"Sibara","Brassicaceae","L48(N)","native"
"Sibara deserti","Brassicaceae","L48(N)","native"
"Sibara filifolia","Brassicaceae","L48(N)","native"
"Sibara grisea","Brassicaceae","L48(N)","native"
"Sibara rosulata","Brassicaceae","L48(N)","native"
"Sibara viereckii","Brassicaceae","L48(N)","native"
"Sibara virginica","Brassicaceae","L48(N)","native"
"Sibaropsis","Brassicaceae","L48(N)","native"
"Sibaropsis hammittii","Brassicaceae","L48(N)","native"
"Sibbaldia","Rosaceae","L48(N)CAN(N)GL(N)","native"
"Sibbaldia procumbens","Rosaceae","L48(N)AK(N)CAN(N)GL(N)","native"
